Cantidad de Procesos,Nombre,Hora de Inicio,Hora de Fin,Tiempo Total
200,process_0,0,8,8
200,process_1,3,12,9
200,process_2,6,12,6
200,process_3,9,17,8
200,process_4,12,21,9
200,process_5,15,19,4
200,process_6,18,19,1
200,process_7,21,25,4
200,process_8,24,30,6
200,process_9,27,28,1
200,process_10,30,39,9
200,process_11,33,37,4
200,process_12,36,40,4
200,process_13,39,44,5
200,process_14,42,45,3
200,process_15,45,54,9
200,process_16,48,54,6
200,process_17,51,58,7
200,process_18,54,56,2
200,process_19,57,63,6
200,process_20,60,67,7
200,process_21,63,72,9
200,process_22,66,69,3
200,process_23,69,71,2
200,process_24,72,74,2
200,process_25,75,80,5
200,process_26,78,83,5
200,process_27,81,84,3
200,process_28,84,93,9
200,process_29,87,92,5
200,process_30,90,95,5
200,process_31,93,100,7
200,process_32,96,99,3
200,process_33,99,104,5
200,process_34,102,110,8
200,process_35,105,108,3
200,process_36,108,114,6
200,process_37,111,118,7
200,process_38,114,123,9
200,process_39,117,123,6
200,process_40,120,127,7
200,process_41,123,130,7
200,process_42,126,127,1
200,process_43,129,137,8
200,process_44,132,137,5
200,process_45,135,138,3
200,process_46,138,147,9
200,process_47,141,142,1
200,process_48,144,152,8
200,process_49,147,155,8
200,process_50,150,157,7
200,process_51,153,157,4
200,process_52,156,164,8
200,process_53,159,164,5
200,process_54,162,167,5
200,process_55,165,166,1
200,process_56,168,172,4
200,process_57,171,179,8
200,process_58,174,180,6
200,process_59,177,182,5
200,process_60,180,183,3
200,process_61,183,188,5
200,process_62,186,189,3
200,process_63,189,191,2
200,process_64,192,200,8
200,process_65,195,204,9
200,process_66,198,200,2
200,process_67,201,202,1
200,process_68,204,207,3
200,process_69,207,209,2
200,process_70,210,214,4
200,process_71,213,217,4
200,process_72,216,224,8
200,process_73,219,225,6
200,process_74,222,231,9
200,process_75,225,231,6
200,process_76,228,235,7
200,process_77,231,238,7
200,process_78,234,241,7
200,process_79,237,244,7
200,process_80,240,241,1
200,process_81,243,252,9
200,process_82,246,254,8
200,process_83,249,252,3
200,process_84,252,256,4
200,process_85,255,264,9
200,process_86,258,266,8
200,process_87,261,267,6
200,process_88,264,270,6
200,process_89,267,269,2
200,process_90,270,278,8
200,process_91,273,277,4
200,process_92,276,285,9
200,process_93,279,284,5
200,process_94,282,289,7
200,process_95,285,293,8
200,process_96,288,296,8
200,process_97,291,294,3
200,process_98,294,302,8
200,process_99,297,302,5
200,process_100,300,302,2
200,process_101,303,309,6
200,process_102,306,313,7
200,process_103,309,316,7
200,process_104,312,314,2
200,process_105,315,318,3
200,process_106,318,320,2
200,process_107,321,326,5
200,process_108,324,332,8
200,process_109,327,331,4
200,process_110,330,338,8
200,process_111,333,337,4
200,process_112,336,341,5
200,process_113,339,343,4
200,process_114,342,348,6
200,process_115,345,348,3
200,process_116,348,349,1
200,process_117,351,360,9
200,process_118,354,360,6
200,process_119,357,365,8
200,process_120,360,369,9
200,process_121,363,366,3
200,process_122,366,372,6
200,process_123,369,378,9
200,process_124,372,380,8
200,process_125,375,376,1
200,process_126,378,384,6
200,process_127,381,384,3
200,process_128,384,389,5
200,process_129,387,388,1
200,process_130,390,398,8
200,process_131,393,397,4
200,process_132,396,398,2
200,process_133,399,405,6
200,process_134,402,410,8
200,process_135,405,412,7
200,process_136,408,414,6
200,process_137,411,420,9
200,process_138,414,419,5
200,process_139,417,421,4
200,process_140,420,422,2
200,process_141,423,424,1
200,process_142,426,431,5
200,process_143,429,434,5
200,process_144,432,439,7
200,process_145,435,439,4
200,process_146,438,441,3
200,process_147,441,448,7
200,process_148,444,451,7
200,process_149,447,456,9
200,process_150,450,455,5
200,process_151,453,457,4
200,process_152,456,457,1
200,process_153,459,467,8
200,process_154,462,464,2
200,process_155,465,473,8
200,process_156,468,473,5
200,process_157,471,472,1
200,process_158,474,476,2
200,process_159,477,482,5
200,process_160,480,482,2
200,process_161,483,488,5
200,process_162,486,492,6
200,process_163,489,490,1
200,process_164,492,495,3
200,process_165,495,497,2
200,process_166,498,501,3
200,process_167,501,502,1
200,process_168,504,512,8
200,process_169,507,508,1
200,process_170,510,513,3
200,process_171,513,517,4
200,process_172,516,523,7
200,process_173,519,520,1
200,process_174,522,524,2
200,process_175,525,534,9
200,process_176,528,533,5
200,process_177,531,534,3
200,process_178,534,535,1
200,process_179,537,542,5
200,process_180,540,546,6
200,process_181,543,548,5
200,process_182,546,550,4
200,process_183,549,557,8
200,process_184,552,554,2
200,process_185,555,556,1
200,process_186,558,563,5
200,process_187,561,562,1
200,process_188,564,566,2
200,process_189,567,572,5
200,process_190,570,575,5
200,process_191,573,576,3
200,process_192,576,585,9
200,process_193,579,583,4
200,process_194,582,588,6
200,process_195,585,593,8
200,process_196,588,590,2
200,process_197,591,593,2
200,process_198,594,601,7
200,process_199,597,598,1
