Cantidad de Procesos,Nombre,Hora de Inicio,Hora de Fin,Tiempo Total
400,process_98,98,107,9
400,process_98,98,105,7
400,process_99,99,107,8
400,process_99,99,100,1
400,process_100,100,105,5
400,process_100,100,101,1
400,process_101,101,105,4
400,process_101,101,103,2
400,process_102,102,111,9
400,process_102,102,105,3
400,process_103,103,111,8
400,process_103,103,107,4
400,process_104,104,108,4
400,process_104,104,110,6
400,process_105,105,106,1
400,process_105,105,114,9
400,process_106,106,108,2
400,process_106,106,115,9
400,process_107,107,108,1
400,process_107,107,115,8
400,process_108,108,111,3
400,process_108,108,115,7
400,process_109,109,113,4
400,process_109,109,112,3
400,process_110,110,116,6
400,process_110,110,113,3
400,process_111,111,117,6
400,process_111,111,116,5
400,process_112,112,119,7
400,process_112,112,114,2
400,process_113,113,122,9
400,process_113,113,119,6
400,process_114,114,117,3
400,process_114,114,115,1
400,process_115,115,123,8
400,process_115,115,120,5
400,process_116,116,125,9
400,process_116,116,124,8
400,process_117,117,123,6
400,process_117,117,119,2
400,process_118,118,121,3
400,process_118,118,126,8
400,process_119,119,125,6
400,process_119,119,128,9
400,process_120,120,122,2
400,process_120,120,126,6
400,process_121,121,129,8
400,process_121,121,127,6
400,process_122,122,128,6
400,process_122,122,128,6
400,process_123,123,131,8
400,process_123,123,126,3
400,process_124,124,130,6
400,process_124,124,131,7
400,process_125,125,134,9
400,process_125,125,134,9
400,process_126,126,131,5
400,process_126,126,133,7
400,process_127,127,132,5
400,process_127,127,129,2
400,process_128,128,137,9
400,process_128,128,134,6
400,process_129,129,137,8
400,process_129,129,134,5
400,process_130,130,135,5
400,process_130,130,138,8
400,process_131,131,138,7
400,process_131,131,137,6
400,process_132,132,140,8
400,process_132,132,141,9
400,process_133,133,141,8
400,process_133,133,136,3
400,process_134,134,139,5
400,process_134,134,140,6
400,process_135,135,139,4
400,process_135,135,140,5
400,process_136,136,141,5
400,process_136,136,141,5
400,process_137,137,140,3
400,process_137,137,146,9
400,process_138,138,143,5
400,process_138,138,146,8
400,process_139,139,143,4
400,process_139,139,144,5
400,process_140,140,144,4
400,process_140,140,149,9
400,process_141,141,149,8
400,process_141,141,150,9
400,process_142,142,149,7
400,process_142,142,147,5
400,process_143,143,147,4
400,process_143,143,146,3
400,process_144,144,147,3
400,process_144,144,148,4
400,process_145,145,148,3
400,process_145,145,146,1
400,process_146,146,149,3
400,process_146,146,149,3
400,process_147,147,155,8
400,process_147,147,151,4
400,process_148,148,157,9
400,process_148,148,149,1
400,process_149,149,157,8
400,process_149,149,155,6
400,process_150,150,151,1
400,process_150,150,159,9
400,process_151,151,159,8
400,process_151,151,154,3
400,process_152,152,160,8
400,process_152,152,155,3
400,process_153,153,158,5
400,process_153,153,159,6
400,process_154,154,162,8
400,process_154,154,161,7
400,process_155,155,161,6
400,process_155,155,158,3
400,process_156,156,163,7
400,process_156,156,157,1
400,process_157,157,161,4
400,process_157,157,165,8
400,process_158,158,164,6
400,process_158,158,163,5
400,process_159,159,168,9
400,process_159,159,168,9
400,process_160,160,164,4
400,process_160,160,163,3
400,process_161,161,163,2
400,process_161,161,169,8
400,process_162,162,170,8
400,process_162,162,165,3
400,process_163,163,170,7
400,process_163,163,164,1
400,process_164,164,171,7
400,process_164,164,169,5
400,process_165,165,170,5
400,process_165,165,168,3
400,process_166,166,172,6
400,process_166,166,168,2
400,process_167,167,169,2
400,process_167,167,175,8
400,process_168,168,172,4
400,process_168,168,169,1
400,process_169,169,171,2
400,process_169,169,174,5
400,process_170,170,172,2
400,process_170,170,174,4
400,process_171,171,176,5
400,process_171,171,176,5
400,process_172,172,177,5
400,process_172,172,175,3
400,process_173,173,175,2
400,process_173,173,179,6
400,process_174,174,177,3
400,process_174,174,177,3
400,process_175,175,179,4
400,process_175,175,182,7
400,process_176,176,182,6
400,process_176,176,183,7
400,process_177,177,178,1
400,process_177,177,183,6
400,process_178,178,187,9
400,process_178,178,184,6
400,process_179,179,180,1
400,process_179,179,181,2
400,process_180,180,183,3
400,process_180,180,185,5
400,process_181,181,190,9
400,process_181,181,188,7
400,process_182,182,189,7
400,process_182,182,187,5
400,process_183,183,190,7
400,process_183,183,184,1
400,process_184,184,185,1
400,process_184,184,192,8
400,process_185,185,187,2
400,process_185,185,192,7
400,process_186,186,190,4
400,process_186,186,192,6
400,process_187,187,192,5
400,process_187,187,188,1
400,process_188,188,189,1
400,process_188,188,197,9
400,process_189,189,194,5
400,process_189,189,196,7
400,process_190,190,194,4
400,process_190,190,191,1
400,process_191,191,196,5
400,process_191,191,199,8
400,process_192,192,196,4
400,process_192,192,201,9
400,process_193,193,200,7
400,process_193,193,194,1
400,process_194,194,199,5
400,process_194,194,195,1
400,process_195,195,196,1
400,process_195,195,203,8
400,process_196,196,200,4
400,process_196,196,204,8
400,process_197,197,205,8
400,process_197,197,204,7
400,process_198,198,203,5
400,process_198,198,207,9
400,process_199,199,201,2
400,process_199,199,203,4
